,submarca,ale,alto,amargor,amendoim,ano,aromar,açúcar,açúcar lúpulo,brahma,brasil,brasileiro,característico,castanho,cerveja,cervejar,cervejar levar,cevar,cevar açúcar,cevar glúten,cevar lúpulo,claro,clássico,colorado,coloração,combinar,cor,cremoso,criar,cítrico,dourar,encorpar,equilibrar,escuro,especial,espumar,estilar,extrato,feito,fermentar,fermentação,frutar,fruto,fruto mar,glúten,glúten ºc,harmoniza,harmonizar,hoje,ingrediente,lager,laranjo,levar,levar refrescante,leve,levedura,levemente,lúpulo,lúpulo cevar,lúpulo levedura,lúpulo ºc,maltar,maltar cevar,maltar lúpulo,maltar milho,maltar trigar,malte,mar,marcante,marcar,milho,milho lúpulo,mundo,nome,noto,pale,passar,peixe,petisco,pilsen,prato,presentar,produzir,puro,puro maltar,qualidade,queijo,receitar,refrescante,refrescância,resultar,sabor,salada,suave,tradicional,trazer,trigar,ºc,água,água maltar,único
10,MAGNIFICA DO MARANHAO,0.0,0.1868636660728545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1868636660728545,0.0,0.39142854414449463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34250101667832056,0.0,0.0,0.4002856400844576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19313361428096054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1456148462889818,0.0,0.19313361428096054,0.0,0.0,0.2429716670328227,0.0,0.0,0.0,0.0,0.06462385599884442,0.0,0.0,0.0,0.06539173075272389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19313361428096054,0.14271136958808162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19313361428096054,0.1760138072696583,0.0,0.0,0.19313361428096054,0.0,0.0,0.14271136958808162,0.18119180800204598,0.0,0.19471364148768172,0.1552862612818354,0.0,0.0,0.2001428200422288,0.0,0.11581397544560282,0.06462385599884442,0.0,0.0
11,MICHELOB ULTRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1549031118428037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38215145907352094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38215145907352094,0.0,0.3960205010763208,0.0,0.0,0.0,0.0,0.0,0.34827667630831693,0.0,0.0,0.12787054678627266,0.0,0.0,0.0,0.12938993251657788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38215145907352094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2823814917848937,0.0,0.0,0.0,0.30726329822936227,0.0,0.0,0.0,0.0,0.2291598998052051,0.0,0.0,0.0
12,MODELO,0.0,0.0,0.0,0.0,0.4742662692418569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1855088833733949,0.0,0.21869192682709507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33161438873893406,0.0,0.45765698060465354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153135221548933,0.0,0.0,0.0,0.15495480765594694,0.0,0.0,0.0,0.0,0.41708921504764895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2307005374946122,0.0,0.0,0.0,0.0,0.0,0.2744373345447262,0.153135221548933,0.0,0.0
13,NOSSA,0.0,0.0,0.0,0.3623672546530368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28347934121153695,0.0,0.16709346263607996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28768447772601013,0.0,0.25337284863809806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21995536967696078,0.0,0.0,0.0,0.0,0.11700429362618897,0.0,0.0,0.0,0.11839456416610628,0.0,0.0,0.0,0.0,0.0,0.28768447772601013,0.0,0.0,0.25838512315603795,0.0,0.0,0.0,0.0,0.0,0.0,0.3020717471080718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32805562556512474,0.0,0.0,0.0,0.0,0.0,0.3623672546530368,0.0,0.20968622468606427,0.11700429362618897,0.0,0.0
14,ORIGINAL,0.0,0.278297166097186,0.20447826023335505,0.0,0.0,0.16726753621971568,0.0,0.0,0.0,0.0,0.24847637091438524,0.0,0.0,0.19361228575425674,0.23318274088123497,0.0,0.0,0.0,0.0,0.0,0.0,0.2698500342347722,0.0,0.0,0.0,0.0,0.0,0.29807388885721275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1809295723406726,0.0,0.0,0.0,0.0,0.1924893839954866,0.0,0.0,0.0,0.09738829242265905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28763503714811434,0.21254088909251456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28763503714811434,0.0,0.0,0.0,0.0,0.0,0.28763503714811434,0.0,0.0,0.0,0.2698500342347722,0.0,0.14499409051880194,0.0,0.24847637091438524,0.0,0.0,0.0,0.0,0.0962446919977433,0.0,0.0
15,POLAR,0.0,0.0,0.16944577366168923,0.24700601740311504,0.0,0.13861022218640234,0.0,0.0,0.0,0.0,0.0,0.0,0.23061756571763442,0.0,0.09661621212954938,0.0,0.11389851099915999,0.0,0.0,0.0,0.20083877401496927,0.0,0.0,0.0,0.0,0.21722722570044986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24700601740311504,0.0,0.19609883674460593,0.0,0.17271046833440581,0.0,0.0,0.17971038505912534,0.0,0.0,0.0,0.0,0.1499315933564602,0.0,0.21722722570044986,0.0,0.0,0.15951090622325584,0.0,0.0,0.0,0.08070312480317372,0.0,0.0,0.0,0.0,0.21722722570044986,0.19609883674460593,0.0,0.0,0.1761270628277269,0.0,0.0,0.0,0.0,0.0,0.0,0.20590585453039206,0.24700601740311504,0.0,0.23835561465629385,0.0,0.0,0.0,0.0,0.0,0.24700601740311504,0.0,0.0,0.0,0.0,0.24030560330759004,0.0,0.20590585453039206,0.0,0.0,0.0,0.14293167663174067,0.07975545311162792,0.0,0.0
16,SERRAMALTE,0.0,0.0,0.2263574334253495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12906664670544427,0.0,0.1521535418889466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2823341474271609,0.2901872157510191,0.0,0.0,0.0,0.3184119852044377,0.3184119852044377,0.0,0.32996779401307463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23071863932068792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10654287373415701,0.0,0.0,0.0,0.32342651820266044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3184119852044377,0.0,0.2987239870361621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1605084577412941,0.0,0.0,0.0,0.0,0.0,0.19093806105863237,0.10654287373415701,0.0,0.0
17,SERRANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27591979839783004,0.0,0.16263758172677095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34035195384585504,0.0,0.0,0.0,0.0,0.0,0.24661615557918024,0.0,0.0,0.0,0.0,0.34035195384585504,0.0,0.0,0.21408982043774147,0.0,0.0,0.0,0.0,0.11388414044933125,0.0,0.0,0.0,0.115237336648578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25149476778631297,0.0,0.0,0.0,0.0,0.0,0.0,0.2940164006573732,0.35270400806819685,0.0,0.0,0.0,0.0,0.31930736709895885,0.0,0.0,0.0,0.0,0.25149476778631297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20409452270812006,0.2277682808986625,0.0,0.0
18,SPATEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2690318336545584,0.0,0.15857755437327978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24045971666245788,0.0,0.3318555274494653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11104117684618388,0.0,0.0,0.0,0.22472118466348082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34389922933723555,0.0,0.0,0.0,0.0,0.28667667870399727,0.0,0.0,0.0,0.0,0.0,0.6226725807198741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26682358912608584,0.0,0.0,0.0,0.0,0.0,0.11104117684618388,0.0,0.0
19,TRES FIDALGAS,0.2508446712259837,0.0,0.20111118858475327,0.0,0.0,0.0,0.0,0.0,0.0,0.2508446712259837,0.0,0.0,0.0,0.19042414028862056,0.0,0.0,0.1351834538570946,0.0,0.0,0.0,0.0,0.26540650855820785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20498597762084472,0.0,0.0,0.0,0.2931656108856855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189319728958475,0.0,0.0,0.0,0.2873539009136031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2578218660136656,0.0,0.28289865207900877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26540650855820785,0.0,0.26540650855820785,0.0,0.14260652378753425,0.0,0.2443847978400716,0.0,0.0,0.0,0.0,0.0946598644792375,0.0,0.2931656108856855
20,ANTARCTICA CRISTAL,0.0,0.0,0.0,0.0,0.0,0.19808882134174804,0.0,0.0,0.0,0.0,0.2942614721188439,0.0,0.0,0.0,0.2761497858002024,0.0,0.0,0.0,0.0,0.0,0.28702007252283124,0.0,0.0,0.35299799740529025,0.0,0.0,0.0,0.0,0.0,0.0,0.3406356473764095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35299799740529025,0.11397906628569904,0.0,0.0,0.0,0.11533339041444043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2517043961953263,0.0,0.0,0.0,0.0,0.3406356473764095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3195735193371957,0.0,0.1717111947811592,0.0,0.0,0.0,0.0,0.0,0.0,0.11397906628569904,0.0,0.0
21,ANTARCTICA PILSEN,0.0,0.0,0.14605489079960332,0.21290844922863708,0.21290844922863708,0.23895197180383815,0.0,0.0,0.0,0.0,0.0,0.21290844922863708,0.19878231630969825,0.0,0.2498369243524507,0.0,0.0,0.0,0.0,0.0,0.17311429239686427,0.19274869239130848,0.0,0.0,0.18217331080082433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21290844922863708,0.1615724014029691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1872404253158031,0.0,0.21290844922863708,0.06874573347665268,0.0,0.0,0.0,0.06956258527786047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15181387161369275,0.0,0.0,0.0,0.0,0.0,0.21290844922863708,0.0,0.21290844922863708,0.41090435621727595,0.0,0.0,0.1872404253158031,0.0,0.0,0.20545217810863797,0.0,0.0,0.0,0.0,0.0,0.10356649177836146,0.0,0.17748189552652674,0.0,0.0,0.0,0.12320089177280566,0.06874573347665268,0.0,0.0
22,ANTARCTICA SUBZERO,0.0,0.0,0.0,0.32272349630338065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3013113117641443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28381628313095775,0.0,0.0,0.0,0.31142139019180987,0.0,0.0,0.0,0.0,0.2761356254662754,0.0,0.0,0.0,0.0,0.32272349630338065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10420377182730248,0.0,0.0,0.0,0.10544194377492866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23011723401315157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32272349630338065,0.31142139019180987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23011723401315157,0.0,0.0,0.0,0.0,0.2690244471855745,0.0,0.0,0.0,0.18674609995358693,0.10420377182730248,0.0,0.0
23,BOHEMIA 14 WEISS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3504573735546804,0.0,0.0,0.4112433895543232,0.0,0.16160162183988594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3172734606648536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21272612292201895,0.0,0.0,0.2659558117104115,0.0,0.11315872754042504,0.0,0.0,0.0,0.2290066084504965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24989281030255142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5699086199536487,0.0,0.11315872754042504,0.0,0.0
24,BOHEMIA 838 PALE ALE,0.43547816601682043,0.0,0.17456924865557868,0.0,0.0,0.14280133295843844,0.0,0.0,0.0,0.0,0.21213176075386742,0.0,0.0,0.1652926390122741,0.09953756411226918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2455626933868788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19311624939074268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16433398396445226,0.0,0.0,0.0,0.16628663620936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46075820160330244,0.4911253867737576,0.2544746554585664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08216699198222613,0.0,0.0
25,BOHEMIA AURA LAGER,0.0,0.0,0.0,0.0,0.0,0.18902695144047635,0.0,0.0,0.0,0.0,0.0,0.3368495751660691,0.0,0.0,0.2635169001318677,0.0,0.0,0.0,0.0,0.0,0.0,0.30495414992245695,0.0,0.3368495751660691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30495414992245695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31450014803096255,0.0,0.0,0.0,0.0,0.0,0.0,0.21752984627888183,0.0,0.0,0.0,0.22011458336383422,0.0,0.0,0.0,0.0,0.0,0.0,0.288222485167583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2808000402256366,0.0,0.3368495751660691,0.0,0.0,0.10876492313944092,0.0,0.0
